drug_name,drugbank_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
,DB00642,Non-Small Cell Lung Carcinoma,C0007131,NCT04265534,Terminated,Phase 2,Lack of Clinical Benefit
capecitabine,DB01101,Malignant neoplasm of breast,C0006142,NCT02120417,Terminated,Phase 2,The study was terminated as other related studies of ruxolitinib did not provide sufficient efficacy to warrant continuation.
,DB01234,Multiple Myeloma,C0026764,NCT01002248,Terminated,Phase 3,
,DB00853,Ewings sarcoma,C0553580,NCT02689336,Withdrawn,Phase 2,Could not recruit any participants
,DB00864,Peripheral T-Cell Lymphoma,C0079774,NCT01652014,Withdrawn,Phase 2,Funding unavailable
,DB00273,Obesity,C0028754,NCT01351753,Terminated,Phase 2,Lack of funding
,DB00544,Malignant neoplasm of breast,C0006142,NCT00756470,Terminated,Phase 2,Slow accrual.
,DB00958,Non-Small Cell Lung Carcinoma,C0007131,NCT04430933,Withdrawn,Phase 1/Phase 2,"Upon reviewing current available combo studies, the sponsor decided to prioritize different combo study."
bimatoprost,DB00905,Ocular Hypertension,C0028840,NCT03927443,Withdrawn,Phase 3,[Sponsors decision]
diphenhydramine,DB01075,Pancreatitis,C0030305,NCT00240123,Withdrawn,Phase 1,
,DB00958,Non-Small Cell Lung Carcinoma,C0007131,NCT00702572,Terminated,Phase 1,Low Enrollment
propranolol,DB00571,Peptic Ulcer,C0030920,NCT04140591,Terminated,Phase 2/Phase 3,1. Most patients with liver cirrhosis already use PPI and NSBB 2. 90 % Peptic ulcer size is smaller than 5cm
ropivacaine,DB00296,"Pain, Postoperative",C0030201,NCT02506855,Withdrawn,Phase 3,The investigator decided not to continue the study.
,DB00417,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
enocitabine,DB00541,Refractory acute myeloid leukemia,C4528668,NCT03519984,Terminated,Phase 1,Study drug supply issue
goserelin,DB00014,Malignant neoplasm of breast,C0006142,NCT02907918,Terminated,Phase 2,Futility
paclitaxel,DB01229,Non-Small Cell Lung Carcinoma,C0007131,NCT00787852,Terminated,Phase 1,for efficacy and safety reasons
lenalidomide,DB00480,Waldenstrom Macroglobulinemia,C0024419,NCT02281279,Withdrawn,Phase 1/Phase 2,
,DB01234,Multiple Myeloma,C0026764,NCT03227432,Withdrawn,Phase 2,Withdrawn before enrollment due to issues around the FDA hold on PD-1/PD-L1 drugs in combination with IMIDs.
,DB00480,Marginal Zone B-Cell Lymphoma,C1367654,NCT01121757,Terminated,Phase 2,"The study closed temporarily in February 2012 pending analysis of samples collected. In October, 2012, Celgene requested closure of the study."
lamotrigine,DB00555,Bipolar Disorder,C0005586,NCT00907985,Terminated,Phase 1,Slow recruitment; trial unlikely to reach completion
,DB01206,Glioblastoma Multiforme,C1621958,NCT02414165,Terminated,Phase 2/Phase 3,Sponsor Decision
tolcapone,DB00323,Neuroblastoma,C0027819,NCT02630043,Terminated,Phase 1,Lack of study enrollment
,DB00683,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
,DB00531,Aplastic Anemia,C0002874,NCT00354419,Terminated,Phase 1,Low accrual
clofarabine,DB00631,"Leukemia, Myelomonocytic, Chronic",C0023480,NCT00852709,Terminated,Phase 1,Lack of accrual
dexamethasone phosphate,DB01234,COVID19 (disease),C5203670,NCT04360876,Withdrawn,Phase 2,Funding not received
colecalciferol,DB00169,Vitamin D Deficiency,C0042870,NCT01170442,Terminated,Phase 3,In adequate enrollment
,DB00091,"Leukemia, Myelomonocytic, Chronic",C0023480,NCT03128034,Suspended,Phase 1/Phase 2,Administrative - FDA Comments
citalopram,DB00215,Major Depressive Disorder,C1269683,NCT00642694,Terminated,Phase 3,Enrollment discontinued based on mutually agreed upon decision by PI and funding sponsor
,DB06603,Multiple Myeloma,C0026764,NCT02720510,Terminated,Phase 2,A study was terminated due to low enrollment.
moxifloxacin,DB00218,Asthma,C0004096,NCT01721135,Withdrawn,Phase 1,Study was terminated due to toxicology findings after screening started but before first subject first dose.
,DB00531,Malignant neoplasm of breast,C0006142,NCT00542191,Terminated,Phase 2,Enrollment Completed
erlotinib,DB00530,Non-Small Cell Lung Carcinoma,C0007131,NCT00773383,Terminated,Phase 2,
cyclophosphamide,DB00531,Malignant neoplasm of breast,C0006142,NCT00006261,Withdrawn,Phase 2,
,DB01101,Malignant neoplasm of breast,C0006142,NCT00397761,Withdrawn,Phase 2/Phase 3,
temozolomide,DB00853,Metastatic Renal Cell Cancer,C0278678,NCT04603365,Withdrawn,Phase 2,enrollment
bortezomib,DB00188,Multiple Myeloma,C0026764,NCT00366106,Terminated,Phase 2,Study was closed to enrollment when it became clear that enrollment was too slow to complete full enrollment target within time frame allowed.
,DB01220,Crohn Disease,C0010346,NCT02272868,Terminated,Phase 1/Phase 2,
bevacizumab,DB00112,Glioblastoma Multiforme,C1621958,NCT02663271,Terminated,Phase 2,stagnant enrollment
,DB00599,Status Epilepticus,C0038220,NCT00265616,Terminated,Phase 3,Insufficient recruitment
,DB00864,Multiple Myeloma,C0026764,NCT02447055,Withdrawn,Early Phase 1,
rituximab,DB00073,Lupus Nephritis,C0024143,NCT00404157,Withdrawn,Phase 3,
,DB00531,Multiple Myeloma,C0026764,NCT01548573,Terminated,Phase 2,Met study stopping rules
,DB00087,Scleroderma,C0011644,NCT00684255,Terminated,Phase 1,inactive
milnacipran,DB04896,Fibromyalgia,C0016053,NCT01418651,Terminated,Phase 3,Lack of subjects
,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT01714037,Terminated,Phase 1,
,DB00788,Acute onset pain,C0184567,NCT02116790,Withdrawn,Phase 2,
bortezomib,DB00188,"Lupus Erythematosus, Systemic",C0024141,NCT02102594,Terminated,Phase 2,recruitment difficulties
folic acid,DB00158,Psoriasis,C0033860,NCT01704599,Terminated,Phase 1/Phase 2,side effect and poor clinical outcome
folic acid,DB00158,Renal Cell Carcinoma,C0007134,NCT00485563,Terminated,Phase 2,Changes in treatment paradigm resulted in a lower than expected rate of accrual.
letrozole,DB01006,Malignant neoplasm of breast,C0006142,NCT00880009,Terminated,Phase 2,See termination reason in detailed description.
,DB01024,"Lupus Erythematosus, Systemic",C0024141,NCT01946880,Terminated,Phase 2,Slow enrollment.
prednisone,DB00635,Asthma,C0004096,NCT03133897,Terminated,Phase 3,"it was felt by the sponsoring institution that the current standard of oversight expected by the Health Canada regulations, would not be possible to achieve"
docetaxel,DB01248,Non-Small Cell Lung Carcinoma,C0007131,NCT02346370,Terminated,Phase 1,Changing standard of care therapy regimen
epirubicin,DB00445,Malignant neoplasm of breast,C0006142,NCT00053911,Terminated,Phase 3,
rosiglitazone,DB00412,Endometriosis,C0014175,NCT00115661,Terminated,Phase 2,Due to the meta-analysis about CV adverse effects of rosiglitazone.
,DB01234,Chemotherapy-induced nausea and vomiting,C0401160,NCT00818259,Terminated,Phase 1,Study terminated early prior to completing targeted enrollment of participants <6 months of age due to recruitment challenges.
pioglitazone,DB01132,Asthma,C0004096,NCT00604578,Withdrawn,Phase 2,
,DB00829,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
melphalan,DB01042,Retinoblastoma,C0035335,NCT01393769,Terminated,Phase 2,Only 5 subjects could be enrolled. Sample of 25 pat. not be achieved (rare disease).
,DB00531,Multiple Myeloma,C0026764,NCT01438177,Terminated,Phase 2,PI left institution.
,DB01190,Osteomyelitis,C0029443,NCT02168816,Terminated,Phase 2,"The study was stopped for feasibility (i.e., low recruitment)"
etoposide,DB00773,Non-Small Cell Lung Carcinoma,C0007131,NCT03840902,Terminated,Phase 2,"Based on recommendations by an external IDMC, Sponsor decided to discontinue this clinical study due to a low likelihood of achieving superiority in the efficacy endpoints versus standard of care."
,DB01101,Malignant neoplasm of breast,C0006142,NCT00570908,Terminated,Phase 2,Due to poor accrual this study is being closed to accrual
,DB00126,Polycythemia Vera,C0032463,NCT01014546,Terminated,Phase 1,low accrual
mycophenolate mofetil,DB01024,Myelofibrosis,C0026987,NCT02728700,Terminated,Phase 1,Accrual factor
heparin,DB01109,Thrombosis,C0040053,NCT01817257,Terminated,Phase 2,Early findings showed trial was not feasible
cyclophosphamide,DB00531,Burkitt Lymphoma,C0006413,NCT01163201,Withdrawn,Phase 1/Phase 2,Replaced by a new study
mycophenolate mofetil,DB01024,Peripheral T-Cell Lymphoma,C0079774,NCT01652014,Withdrawn,Phase 2,Funding unavailable
,DB00051,Rheumatoid Arthritis,C0003873,NCT00298272,Terminated,Phase 2,Sponsor decided to end long term extension phase for business reasons unrelated to safety.
lapatinib,DB01259,Malignant neoplasm of breast,C0006142,NCT01005641,Withdrawn,Phase 2,Study not started for administrative reasons
ustekinumab,DB05679,Axial Spondyloarthritis,C3203547,NCT02437162,Terminated,Phase 3,Neither dose achieved the study's primary or major secondary endpoints. The safety profile was consistent with previous ustekinumab studies.
,DB01211,Multiple Myeloma,C0026764,NCT01374217,Terminated,Phase 2,early stopping rule
,DB00544,Merkel cell carcinoma,C0007129,NCT03167164,Withdrawn,Phase 1/Phase 2,Trial not initiated
,DB01233,Migraine Disorders,C0149931,NCT00557544,Withdrawn,Phase 3,
methotrexate,DB00563,"Lupus Erythematosus, Systemic",C0024141,NCT00539838,Terminated,Phase 3,The study was terminated prematurely when the decision was made that ocrelizumab was not likely to benefit this patient population.
prednisone,DB00635,Acute lymphoblastic leukemia - category,C1531702,NCT02815059,Withdrawn,Phase 1,Termination of Investigator Initiated Studies using Ibrutinib
goserelin,DB00014,Malignant neoplasm of breast,C0006142,NCT03658213,Withdrawn,Phase 3,"CTP of LARES has been out of the expire date, we are trying RWS pathway for the indication expend"
midazolam,DB00683,Epilepsy,C0014544,NCT02161185,Terminated,Phase 3,Study terminated due to slow enrollment. There were no safety concerns.
,DB00207,COVID19 (disease),C5203670,NCT04339816,Terminated,Phase 3,Steering Committee decision in accordance with stopping rule 1: Emergence of new data
atorvastatin,DB01076,Malignant neoplasm of breast,C0006142,NCT02674204,Terminated,Phase 2,Closed due to low accrual
lidocaine,DB00281,Pain,C0030193,NCT03787147,Withdrawn,Phase 2,Never started the study cause of the lack of funding
tryptophan,DB00150,Non-Small Cell Lung Carcinoma,C0007131,NCT02460367,Terminated,Phase 1,Lack of enrollment and changing landscape of standard of care.
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT01832727,Terminated,Phase 1/Phase 2,Enrollment halted during phase 2 to reformulate the investigational product
doxorubicin,DB00997,Malignant neoplasm of breast,C0006142,NCT02850419,Withdrawn,Phase 2,Administrative
busulfan,DB01008,"Lupus Erythematosus, Systemic",C0024141,NCT00684255,Terminated,Phase 1,inactive
sevelamer,DB00658,Hyperphosphatemia (disorder),C0085681,NCT00833768,Terminated,Phase 3,"After an extensive review,the ASPIRE in CKD study was terminated because it was not possible to complete the study in an appropriate time frame."
,DB00165,Psoriasis,C0033860,NCT01704599,Terminated,Phase 1/Phase 2,side effect and poor clinical outcome
lapatinib,DB01259,Malignant neoplasm of breast,C0006142,NCT01589861,Suspended,Phase 1/Phase 2,Data analysis
nitric oxide,DB00435,Pneumonia,C0032285,NCT00016523,Terminated,Phase 3,Preliminary results showed increased intraventricular hemorrhage (IVH) in experimental arm
rivaroxaban,DB06228,COVID19 (disease),C5203670,NCT04416048,Terminated,Phase 2,Due to lower COVID-19 cases and therefore difficulties with the recruitment.
,DB00717,Endometriosis,C0014175,NCT03970330,Terminated,Phase 3,"Original PI left institution, lack of funding to continue"
vidarabine,DB00194,"Myeloid Leukemia, Chronic",C0023473,NCT03326921,Suspended,Phase 1,Pause in funding
,DB00997,Multiple Myeloma,C0026764,NCT01548573,Terminated,Phase 2,Met study stopping rules
,DB00659,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
,DB00087,Crohn Disease,C0010346,NCT04154735,Withdrawn,Phase 2,Discontinued by Investigator
lidocaine,DB00281,Bursitis,C0006444,NCT01807962,Terminated,Phase 3,Slower than planned recruitement
citalopram,DB00215,Acute Coronary Syndrome,C0948089,NCT01667744,Withdrawn,Phase 1/Phase 2,unfunded
epirubicin,DB00445,Malignant neoplasm of breast,C0006142,NCT00176488,Terminated,Phase 2,Competing studies
,DB00531,"Leukemia, Myelomonocytic, Chronic",C0023480,NCT00852709,Terminated,Phase 1,Lack of accrual
abatacept,DB01281,Dermatomyositis,C0011633,NCT02971683,Terminated,Phase 3,Inability to meet protocol objectives
valaciclovir,DB00577,Herpes simplex infection,C0019348,NCT00001054,Withdrawn,Phase 1,
buspirone,DB00490,Anxiety Disorders,C0003469,NCT01496612,Terminated,Phase 2,
thalidomide,DB01041,Hodgkin Disease,C0019829,NCT00209014,Terminated,Phase 2,Celgene unable to continue funds.
clarithromycin,DB01211,Multiple Myeloma,C0026764,NCT02573935,Terminated,Phase 2,"Suspected side effects to the combination of clarithromycin and VCD (bortezomib, cyclophosphamide and dexamethasone)"
zoledronic acid,DB00399,Osteoporosis,C0029456,NCT01166178,Terminated,Phase 3,
epoetin alfa,DB00016,Chronic Kidney Diseases,C1561643,NCT00924781,Terminated,Phase 2,
,DB01224,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
epirubicin,DB00445,Malignant neoplasm of breast,C0006142,NCT00066807,Terminated,Phase 3,"Poor accrual, patients were followed until completion of 5 yrs treatment"
moxifloxacin,DB00218,Malignant neoplasm of breast,C0006142,NCT00324324,Terminated,Phase 3,
,DB00618,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
adalimumab,DB00051,Rheumatoid Arthritis,C0003873,NCT01264770,Terminated,Phase 2,AZ decision to discontinue fostamatinib development in RA; rights to fostamatinib returned to Rigel Pharmaceuticals.
,DB00277,Non-Small Cell Lung Carcinoma,C0007131,NCT02080078,Terminated,Phase 1,REB decision
,DB00242,Refractory acute myeloid leukemia,C4528668,NCT04196010,Terminated,Phase 1,Terminated due to unfavorable risk-benefit ratio of investigational regimen.
,DB00327,Hemoglobin SS disease with crisis,C0238425,NCT01932554,Withdrawn,Phase 2,Insufficient recruitment
everolimus,DB01590,Malignant neoplasm of breast,C0006142,NCT00934895,Terminated,Phase 1/Phase 2,Closed early due to slow accrual
,DB00635,"Lupus Erythematosus, Systemic",C0024141,NCT00539838,Terminated,Phase 3,The study was terminated prematurely when the decision was made that ocrelizumab was not likely to benefit this patient population.
bortezomib,DB00188,Multiple Myeloma,C0026764,NCT00128921,Terminated,Phase 2,study terminated due to low accrual
eplerenone,DB00700,Malignant neoplasm of breast,C0006142,NCT01708798,Terminated,Phase 2/Phase 3,Futility
travoprost,DB00287,Glaucoma,C0017601,NCT00767481,Terminated,Phase 3,Project Cancelled
everolimus,DB01590,Malignant neoplasm of breast,C0006142,NCT01627067,Terminated,Phase 2,Komen Foundation Funding Terminated
dexmedetomidine,DB00633,Pulmonary Hypertension,C0020542,NCT01072643,Terminated,Phase 2/Phase 3,Study was terminated due to increased PVR in one subject from T0-T1 reaching the level of a predetermined stopping rule
nafcillin,DB00607,Osteomyelitis,C0029443,NCT02344511,Withdrawn,Phase 3,
,DB01030,Neuroblastoma,C0027819,NCT00808899,Terminated,Phase 2,Voluntarily closed and terminated by the PI due to lack of feasibility
,DB01403,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
,DB00673,Vomiting,C0042963,NCT01649258,Terminated,Phase 1,Lack of Efficacy
nitrous oxide,DB06690,Labor Pain,C0474368,NCT01738672,Terminated,Phase 2,
oxytocin,DB00107,Postpartum Hemorrhage,C0032797,NCT02503319,Suspended,Phase 3,Authorization denied
,DB00958,Malignant neoplasm of breast,C0006142,NCT00625898,Terminated,Phase 3,
bevacizumab,DB00112,Glioblastoma Multiforme,C1621958,NCT01526837,Terminated,Phase 1,Investigators decision
,DB01015,Osteomyelitis,C0029443,NCT02168816,Terminated,Phase 2,"The study was stopped for feasibility (i.e., low recruitment)"
letrozole,DB01006,Malignant neoplasm of breast,C0006142,NCT00516542,Terminated,Phase 1,Study was terminated due to lack of accrual
,DB01097,Rheumatoid Arthritis,C0003873,NCT02930343,Terminated,Phase 3,"Due to time constraints, the study was halted prematurely"
,DB00005,Osteoporosis,C0029456,NCT01294397,Terminated,Phase 1,Lack of enrollment.
colecalciferol,DB00169,Schizophrenia,C0036341,NCT02197286,Withdrawn,Phase 2,Personnel changes at study site.
octreotide,DB00104,Malignant Carcinoid Syndrome,C0024586,NCT00884715,Terminated,Phase 1/Phase 2,Program was terminated for business reasons
