drug_name,drugbank_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
dexamethasone,DB01234,Pruritus Ani,C0033775,,Approved,,
colecalciferol,DB00169,Osteoporosis,C0029456,,Approved,,
formoterol,DB00983,Allergic asthma,C0155877,,Approved,,
triamcinolone diacetate,DB00620,Humoral hypercalcemia of malignancy (disorder),C0149911,,Approved,,
alemtuzumab,DB00087,"Multiple Sclerosis, Relapsing-Remitting",C0751967,,Approved,,
benzylpenicillin,DB01053,Syphilis,C0039128,,Approved,,
clobetasol propionate,DB01013,Psoriasis of scalp,C0406326,,Approved,,
naftidrofuryl,DB13588,Cerebrovascular Disorders,C0007820,,Approved,,
cefixime,DB00671,Pharyngitis,C0031350,,Approved,,
hydroxycarbamide,DB01005,"Myeloid Leukemia, Chronic",C0023473,,Approved,,
cyproheptadine,DB00434,Dermatographic urticaria,C0343065,,Approved,,
tiotropium bromide,DB01409,Asthma,C0004096,,Approved,,
cortisone acetate,DB01380,Mycosis Fungoides,C0026948,,Approved,,
interferon beta-1a,DB00060,"Multiple Sclerosis, Relapsing-Remitting",C0751967,,Approved,,
ticarcillin,DB01607,"Pneumonia, Bacterial",C0004626,,Approved,,
fluticasone propionate,DB00588,Lichen Simplex Chronicus,C0149922,,Approved,,
ethinamate,DB01031,Sleeplessness,C0917801,,Approved,,
chlorbenzoxamine,DB13788,Gastric ulcer,C0038358,,Approved,,
valaciclovir,DB00577,Herpes Labialis,C0019345,,Approved,,
ezetimibe,DB00973,Hypercholesterolemia,C0020443,,Approved,,
hydrocortisone acetate,DB14539,Tendinitis,C0039503,,Approved,,
ketoconazole,DB01026,Coccidioidomycosis,C0009186,,Approved,,
triamcinolone acetonide,DB00620,Hodgkin Disease,C0019829,,Approved,,
hydroxocobalamin,DB00200,Toxic effect of cyanide,C0238080,,Approved,,
benzalkonium,DB13282,Allergic otitis externa,C1320547,,Approved,,
nesiritide,DB04899,Decompensated chronic heart failure,C1827266,,Approved,,
ceftizoxime,DB01332,Lower respiratory tract infection,C0149725,,Approved,,
hydrocortisone,DB00741,Rosacea,C0035854,,Approved,,
methscopolamine,DB11315,Rhinorrhea,C1260880,,Approved,,
cortisone acetate,DB01380,Corneal Ulcer,C0010043,,Approved,,
levofloxacin,DB01137,Acute maxillary sinusitis,C0155804,,Approved,,
triamcinolone acetonide,DB00620,Pruritus Ani,C0033775,,Approved,,
ofloxacin,DB01165,Arthropathy associated with infection,C0157749,,Approved,,
upadacitinib,DB15091,Rheumatoid Arthritis,C0003873,,Approved,,
ceftriaxone,DB01212,Gonorrhea,C0018081,,Approved,,
azithromycin,DB00207,Mycoplasma pneumonia,C0032302,,Approved,,
hydrocortisone succinate,DB00741,Autoimmune Diseases,C0004364,,Approved,,
aflibercept,DB08885,metastasis from malignant neoplasm of colon,C1282500,,Approved,,
dexamethasone,DB01234,Anterior uveitis,C0042165,,Approved,,
ampicillin,DB00415,Acute gonococcal cervicitis,C0153195,,Approved,,
calcium citrate,DB11093,Osteoporosis,C0029456,,Approved,,
metronidazole,DB00916,Amebic colitis,C0013370,,Approved,,
triamcinolone,DB00620,Pruritus of genital organs,C0033777,,Approved,,
esomeprazole,DB00338,Peptic Esophagitis,C0014869,,Approved,,
carbromal,DB13817,Sleeplessness,C0917801,,Approved,,
prednisolone sodium phosphate,DB14631,Infective blepharitis,C0729587,,Approved,,
prednisolone sodium phosphate,DB14631,Uveitis,C0042164,,Approved,,
caffeine,DB00201,Sinus headache,C0037195,,Approved,,
zaleplon,DB00962,Sleep Initiation and Maintenance Disorders,C0021603,,Approved,,
betamethasone,DB00443,Berylliosis,C0005138,,Approved,,
tetramethrin,DB13752,Infestation by Phthirus pubis,C0030759,,Approved,,
desonide,DB01260,Exanthema,C0015230,,Approved,,
cefuroxime,DB01112,Staphylococcal meningitis,C0154640,,Approved,,
clotrimazole,DB00257,Tinea Pedis,C0040259,,Approved,,
prasterone,DB01708,"Lupus Erythematosus, Systemic",C0024141,,Approved,,
primidone,DB00794,Bipolar disorder in remission,C0270425,,Approved,,
cefuroxime axetil,DB01112,Gonorrhea of rectum,C0275665,,Approved,,
riluzole,DB00740,Amyotrophic Lateral Sclerosis,C0002736,,Approved,,
adinazolam,DB00546,Anxiety,C0003467,,Approved,,
hydrocortisone,DB00741,Punctate keratopathy,C0423234,,Approved,,
cefotaxime,DB00493,Ophthalmia Neonatorum,C0029076,,Approved,,
diphenylpyraline,DB01146,Rhinorrhea,C1260880,,Approved,,
hydrocodone,DB00956,Pain,C0030193,,Approved,,
phenylbutanoic acid,DB06819,Carbamoyl-Phosphate Synthase I Deficiency Disease,C0751753,,Approved,,
lithium carbonate,DB14509,Fever,C0015967,,Approved,,
piperonyl butoxide,DB09350,Body louse infestation,C0030758,,Approved,,
doxycycline,DB00254,Chancroids,C0007947,,Approved,,
norfloxacin,DB01059,Acute gonococcal urethritis,C0275652,,Approved,,
fusidic acid,DB02703,Infective otitis media,C0729586,,Approved,,
dirithromycin,DB00954,Acute Moraxella catarrhalis bronchitis,C0339932,,Approved,,
demeclocycline,DB00618,Actinomycosis,C0001261,,Approved,,
cefradine,DB01333,Streptococcal pneumonia,C0155862,,Approved,,
adalimumab,DB00051,Ankylosing spondylitis,C0038013,,Approved,,
pyrithione,DB06815,Scurfiness of scalp,C0423775,,Approved,,
loracarbef,DB00447,Group A Streptococcal Infections,C0554628,,Approved,,
ciprofloxacin,DB00537,Acute maxillary sinusitis,C0155804,,Approved,,
enzalutamide,DB08899,Metastasis from malignant tumor of prostate,C1282496,,Approved,,
metreleptin,DB09046,Acquired generalized lipodystrophy,C0271693,,Approved,,
itraconazole,DB01167,Aspergillosis,C0004030,,Approved,,
hydrocodone,DB00956,Rhinorrhea,C1260880,,Approved,,
dexamethasone,DB01234,Cyclitis,C0010543,,Approved,,
theophylline,DB01223,Asthma attack,C0347950,,Approved,,
nitazoxanide,DB00507,Giardiasis,C0017536,,Approved,,
topiramate,DB00273,Simple Partial Seizures,C0234974,,Approved,,
fluocinonide,DB01047,Granuloma Annulare,C0085074,,Approved,,
methylphenidate,DB00422,Attention deficit hyperactivity disorder,C1263846,,Approved,,
cefamandole,DB01326,Staphylococcal sepsis,C0152965,,Approved,,
salsalate,DB00936,Degenerative polyarthritis,C0029408,,Approved,,
eptotermin alfa,DB11631,"Fractures, Ununited",C0016665,,Approved,,
ulobetasol propionate,DB00596,Chronic small plaque psoriasis,C0406317,,Approved,,
dexamethasone,DB01234,Keratitis,C0022568,,Approved,,
fusidic acid,DB02703,Urinary tract infection caused by Klebsiella,C4076057,,Approved,,
hydrocortisone acetate,DB00741,Exfoliative dermatitis,C0011606,,Approved,,
terbinafine,DB00857,Onychomycosis,C0040261,,Approved,,
solifenacin,DB01591,Bladder muscle dysfunction - overactive,C0403643,,Approved,,
avanafil,DB06237,Erectile dysfunction,C0242350,,Approved,,
cyproheptadine,DB00434,Allergic rhinitis (disorder),C2607914,,Approved,,
ketoconazole,DB01026,Tinea cruris,C1384589,,Approved,,
tenitramine,DB13637,Angina Pectoris,C0002962,,Approved,,
flurbiprofen,DB00712,Rheumatoid Arthritis,C0003873,,Approved,,
sunitinib,DB01268,Neuroendocrine tumor of pancreas,C4305467,,Approved,,
vincristine,DB00541,Neuroblastoma,C0027819,,Approved,,
sufentanil,DB00708,"Pain, Postoperative",C0030201,,Approved,,
sirolimus,DB00877,Lymphangiomatosis,C0334102,,Approved,,
procaine benzylpenicillin,DB01053,Bejel,C0004945,,Approved,,
binimetinib,DB11967,"Malignant melanoma, metastatic",C0860594,,Approved,,
carbamazepine,DB00564,Simple Partial Seizures,C0234974,,Approved,,
promazine,DB00420,Vomiting,C0042963,,Approved,,
cefotaxime,DB00493,Urinary tract infection caused by Escherichia coli,C0577708,,Approved,,
rivaroxaban,DB06228,Peripheral arterial stenosis,C4025272,,Approved,,
methylprednisolone acetate,DB00959,Hay fever,C0018621,,Approved,,
meropenem,DB00760,Abdominal Abscess,C0243001,,Approved,,
ammonia,DB11118,Acne Vulgaris,C0001144,,Approved,,
prednisone,DB00635,Asthma,C0004096,,Approved,,
minocycline,DB01017,Sinusitis,C0037199,,Approved,,
prednisolone,DB00860,Herpes zoster keratitis,C1275687,,Approved,,
cefadroxil,DB01140,Urinary tract infection,C0042029,,Approved,,
naltrexone,DB00704,Chronic pain,C0150055,,Approved,,
aztreonam,DB00355,Rhinoscleroma,C0035468,,Approved,,
citric acid,DB04272,Dyspepsia,C0013395,,Approved,,
maprotiline,DB00934,Mixed anxiety and depressive disorder,C0338908,,Approved,,
hydrocortisone,DB00741,Disorder of eye,C0015397,,Approved,,
amikacin,DB00479,Escherichia coli septicemia,C0276088,,Approved,,
hydrocortisone acetate,DB14539,Autoimmune Diseases,C0004364,,Approved,,
cefapirin,DB01139,Lower respiratory tract infection,C0149725,,Approved,,
fomepizole,DB01213,Accidental poisoning by methyl alcohol,C0261439,,Approved,,
ceftizoxime,DB01332,Acute gonococcal endometritis,C0153196,,Approved,,
benzylpenicillin,DB01053,Pinta,C0031946,,Approved,,
demeclocycline,DB00618,Psittacosis,C0029291,,Approved,,
triamcinolone,DB00620,"Ophthalmia, Sympathetic",C0029077,,Approved,,
dexamethasone,DB01234,Diffuse Large B-Cell Lymphoma,C0079744,,Approved,,
triamcinolone,DB00620,Necrobiosis Lipoidica Diabeticorum,C0392445,,Approved,,
fluoxetine,DB00472,Depressive disorder,C0011581,,Approved,,
arformoterol,DB01274,"Bronchitis, Chronic",C0008677,,Approved,,
mechlorethamine,DB00888,Polycythemia Vera,C0032463,,Approved,,
liothyronine,DB00279,Hypothyroidism,C0020676,,Approved,,
betamethasone dipropionate,DB00443,Pruritus Ani,C0033775,,Approved,,
ciprofloxacin,DB00537,Escherichia coli Infections,C0014836,,Approved,,
triamcinolone acetonide,DB00620,Aphthous Stomatitis,C0038363,,Approved,,
trafermin,DB06244,Tympanic Membrane Perforation,C0206504,,Approved,,
morphine,DB00295,Diarrhea,C0011991,,Approved,,
phenylephrine,DB00388,Sinus headache,C0037195,,Approved,,
betamethasone acetate,DB00443,Aspiration pneumonitis,C1761609,,Approved,,
brentuximab vedotin,DB08870,Hodgkin Disease,C0019829,,Approved,,
nateglinide,DB00731,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,,Approved,,
hydrocortisone acetate,DB00741,Sarcoidosis,C0036202,,Approved,,
primidone,DB00794,Epilepsy characterized by intractable complex partial seizures,C2711653,,Approved,,
cysteine,DB00151,Bronchiectasis,C0006267,,Approved,,
aztreonam,DB00355,Female genital tract infection,C1263758,,Approved,,
potassium hydrogencarbonate,DB11098,Dyspepsia,C0013395,,Approved,,
demeclocycline,DB00618,Bronchitis,C0006277,,Approved,,
levorphanol,DB00854,Pain,C0030193,,Approved,,
benzylpenicillin,DB01053,"Early latent syphilis, positive serology, negative cerebrospinal fluid, less than 2 years after infection",C0275842,,Approved,,
icosapent ethyl,DB08887,Hypertriglyceridemia,C0020557,,Approved,,
sulfasalazine,DB00795,Ulcerative Colitis,C0009324,,Approved,,
prussian blue,DB06783,Thallium poisoning,C0238452,,Approved,,
benzylpenicillin,DB01053,Latent yaws,C0153240,,Approved,,
carbamazepine,DB00564,"Epilepsies, Partial",C0014547,,Approved,,
diazoxide,DB01119,Nesidioblastosis,C0027773,,Approved,,
etanercept,DB00005,Rheumatoid Arthritis,C0003873,,Approved,,
cefapirin,DB01139,Group A Streptococcal Infections,C0554628,,Approved,,
idelalisib,DB09054,Chronic Lymphocytic Leukemia,C0023434,,Approved,,
carbenicillin,DB00578,Proteus urinary tract infection,C0577709,,Approved,,
kanamycin,DB01172,"Pneumonia, Bacterial",C0004626,,Approved,,
clindamycin,DB01190,Abdominal Infection,C1112209,,Approved,,
pitolisant,DB11642,Narcolepsy,C0027404,,Approved,,
biperiden,DB00810,Parkinson Disease,C0030567,,Approved,,
pramiracetam,DB13247,Memory impairment,C0233794,,Approved,,
modafinil,DB00745,Narcolepsy,C0027404,,Approved,,
cefuroxime,DB01112,Staphylococcus aureus infection,C1318973,,Approved,,
ezetimibe,DB00973,Sitosterolemia,C0342907,,Approved,,
testosterone enantate,DB00624,Testicular hypogonadism,C0151721,,Approved,,
phenylephrine,DB00388,Rectal pain,C0034886,,Approved,,
trimethoprim,DB00440,Urinary tract infection caused by Escherichia coli,C0577708,,Approved,,
tacrolimus,DB00864,Transplanted organ rejection,C0345468,,Approved,,
avalglucosidase alfa,DB16099,Glycogen storage disease type II late onset,C0342753,,Approved,,
oxybutynin,DB01062,Neurogenic Urinary Bladder,C0005697,,Approved,,
tetracycline,DB09550,Gingivostomatitis,C0149704,,Approved,,
methylprednisolone,DB00959,Rheumatoid Arthritis,C0003873,,Approved,,
etretinate,DB00459,Psoriasis,C0033860,,Approved,,
omeprazole,DB00338,Gastroesophageal reflux disease,C0017168,,Approved,,
ritonavir,DB00503,COVID19 (disease),C5203670,,Approved,,
pyrantel,DB11156,Mixed intestinal helminthiasis,C0153303,,Approved,,
salicylamide,DB08797,Arthralgia,C0003862,,Approved,,
ibuprofen,DB01050,Degenerative polyarthritis,C0029408,,Approved,,
sodium phosphate,DB14502,Constipation,C0009806,,Approved,,
nafcillin,DB00607,Osteomyelitis due to Staphylococcus aureus,C1997728,,Approved,,
tripelennamine,DB00792,Allergic rhinitis (disorder),C2607914,,Approved,,
carbutamide,DB13406,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,,Approved,,
fluocinolone acetonide,DB00591,Seborrheic dermatitis,C0036508,,Approved,,
linezolid,DB00601,Streptococcal pneumonia,C0155862,,Approved,,
calcium acetate,DB00258,Hyperkalemia,C0020461,,Approved,,
dexibuprofen,DB09213,Juvenile arthritis,C3495559,,Approved,,
levofloxacin,DB01137,Chlamydial pneumonia,C0339959,,Approved,,
sulfinpyrazone,DB01138,Hyperuricemia,C0740394,,Approved,,
benzylpenicillin,DB01053,Yaws,C0043388,,Approved,,
azatadine,DB00719,Nasal congestion (finding),C0027424,,Approved,,
etodolac,DB00749,Pain,C0030193,,Approved,,
quetiapine,DB01224,Bipolar disorder in remission,C0270425,,Approved,,
hydrocortisone,DB00741,Malignant otitis externa due to Pseudomonas aeruginosa,C0395818,,Approved,,
ciprofloxacin,DB00537,Haemophilus influenzae pneumonia,C0276026,,Approved,,
homatropine,DB11181,Uveitis,C0042164,,Approved,,
cefepime,DB01413,Streptococcal pneumonia,C0155862,,Approved,,
tobramycin,DB00684,Enterobacteriaceae Infections,C0014347,,Approved,,
amikacin,DB00479,Sepsis of the newborn,C0456103,,Approved,,
doxycycline,DB00254,Trachoma,C0040592,,Approved,,
betamethasone,DB00443,Rheumatoid Arthritis,C0003873,,Approved,,
cinchocaine,DB00527,Pruritus,C0033774,,Approved,,
cortisone acetate,DB01380,Contact Dermatitis,C0011616,,Approved,,
prednisolone,DB00860,Acquired thrombocytopenia,C0154301,,Approved,,
sofosbuvir,DB08934,"Hepatitis C, Chronic",C0524910,,Approved,,
adenosine triphosphate,DB00171,Supraventricular arrhythmia,C0428974,,Approved,,
ethionamide,DB00609,"Tuberculosis, Pulmonary",C0041327,,Approved,,
tobramycin,DB00684,Bacterial urinary infection,C0729524,,Approved,,
benzocaine,DB01086,Sore Throat,C0242429,,Approved,,
leflunomide,DB01097,Rheumatoid Arthritis,C0003873,,Approved,,
fusidic acid,DB02703,Cutaneous anthrax,C0003177,,Approved,,
sildenafil,DB00203,Pulmonary arterial hypertension,C2973725,,Approved,,
prednisolone,DB00860,Cerebral Edema,C0006114,,Approved,,
salicylic acid,DB00936,Disorder of keratinization,C0475811,,Approved,,
cefuroxime axetil,DB01112,Impetigo,C0021099,,Approved,,
oxybutynin,DB01062,Urgency of micturition,C0085606,,Approved,,
tafluprost,DB08819,Ocular Hypertension,C0028840,,Approved,,
magnesium sulfate,DB00653,Hypomagnesemia,C0151723,,Approved,,
baricitinib,DB11817,Alopecia Areata,C0002171,,Approved,,
pemirolast,DB00885,Allergic rhinitis (disorder),C2607914,,Approved,,
pentoxyverine,DB11186,Common Cold,C0009443,,Approved,,
capecitabine,DB01101,Malignant neoplasm of stomach,C0024623,,Approved,,
gatifloxacin,DB01044,Staphylococcus aureus infection,C1318973,,Approved,,
clarithromycin,DB01211,Infective otitis media,C0729586,,Approved,,
imiquimod,DB00724,wartlike skin lesion,C0043037,,Approved,,
gatifloxacin,DB01044,Proteus urinary tract infection,C0577709,,Approved,,
rituximab,DB00073,Rheumatoid Arthritis,C0003873,,Approved,,
sulfogaiacol,DB15992,Nasal congestion (finding),C0027424,,Approved,,
carbinoxamine,DB00748,Dermatographic urticaria,C0343065,,Approved,,
triamcinolone,DB00620,Uveitis,C0042164,,Approved,,
cefuroxime,DB01112,Impetigo,C0021099,,Approved,,
prednisolone,DB00860,Chronic small plaque psoriasis,C0406317,,Approved,,
cefamandole,DB01326,Infection of bone,C2242472,,Approved,,
pramocaine,DB09345,Dry skin,C0151908,,Approved,,
succimer,DB00566,Accidental poisoning by lead and its compounds and fumes,C0261486,,Approved,,
ofloxacin,DB01165,Staphylococcal Pneumonia,C0032308,,Approved,,
levomenthol,DB14123,Diaper Rash,C0011974,,Approved,,
benzylpenicillin,DB01053,Primary genital syphilis,C0017418,,Approved,,
diclofenac,DB00586,Low Back Pain,C0024031,,Approved,,
bromazine,DB01237,Nasal congestion (finding),C0027424,,Approved,,
asenapine,DB06216,Schizophrenia,C0036341,,Approved,,
foscarnet,DB00529,Human Herpesvirus 6 encephalitis,C1955629,,Approved,,
medroxyprogesterone,DB00603,Endometrial Carcinoma,C0476089,,Approved,,
canakinumab,DB06168,Familial Mediterranean Fever,C0031069,,Approved,,
hematoporphyrin,DB16183,Malignant neoplasm of esophagus,C0546837,,Approved,,
interferon alfa-2b,DB00105,Hairy Cell Leukemia,C0023443,,Approved,,
doxefazepam,DB13837,Sleeplessness,C0917801,,Approved,,
dihydrotachysterol,DB01070,Rickets,C0035579,,Approved,,
kanamycin,DB01172,Abdominal Infection,C1112209,,Approved,,
hydrocortisone succinate,DB00741,Thyroiditis,C0040147,,Approved,,
bupranolol,DB08808,Glaucoma,C0017601,,Approved,,
ammonia,DB11118,Disorder of keratinization,C0475811,,Approved,,
telavancin,DB06402,"Pneumonia, Bacterial",C0004626,,Approved,,
mepyramine,DB06691,Dermatographic urticaria,C0343065,,Approved,,
telithromycin,DB00976,Group A Streptococcal Infections,C0554628,,Approved,,
citric acid,DB04272,Headache Disorders,C0393735,,Approved,,
salicylic acid,DB00936,Acne Vulgaris,C0001144,,Approved,,
benzylpenicillin,DB01053,"Syphilis, Latent",C0039133,,Approved,,
orciprenaline,DB00816,Asthma attack,C0347950,,Approved,,
retinol,DB00162,Vitamin Deficiency,C1510471,,Approved,,
nandrolone,DB13169,Anemia of chronic renal failure,C0271932,,Approved,,
cloxacillin,DB01147,Pharyngitis,C0031350,,Approved,,
dexamethasone,DB01234,Burkitt Lymphoma,C0006413,,Approved,,
tucidinostat,DB06334,Adult T-Cell Lymphoma/Leukemia,C0023493,,Approved,,
fusidic acid,DB02703,Bacterial sepsis,C0684256,,Approved,,
cefapirin,DB01139,Staphylococcal endocarditis,C0520767,,Approved,,
ceftazidime,DB00438,Abdominal Infection,C1112209,,Approved,,
belinostat,DB05015,Peripheral T-Cell Lymphoma,C0079774,,Approved,,
everolimus,DB01590,Neuroendocrine tumor of pancreas,C4305467,,Approved,,
codeine,DB00318,Sneezing,C0037383,,Approved,,
sulfathiazole,DB06147,Vulvovaginitis,C0042998,,Approved,,
tetracycline,DB00759,Chlamydia trachomatis infection of genital structure,C1997322,,Approved,,
pentoxifylline,DB00806,Peripheral Vascular Diseases,C0085096,,Approved,,
prednicarbate,DB01130,Psoriasis of scalp,C0406326,,Approved,,
sulfogaiacol,DB13735,Rhinorrhea,C1260880,,Approved,,
vinflunine,DB11641,"Carcinoma, Transitional Cell",C0007138,,Approved,,
triamcinolone diacetate,DB00620,Addisonian crisis,C0151467,,Approved,,
edetic acid,DB00974,Hypercalcemia,C0020437,,Approved,,
hydrocortisone acetate,DB00741,Contact Dermatitis,C0011616,,Approved,,
pantoprazole,DB00213,Erosive esophagitis,C0267055,,Approved,,
magnesium salicylate,DB01397,Pain,C0030193,,Approved,,
doxorubicin,DB00997,Osteosarcoma of bone,C0585442,,Approved,,
triamcinolone diacetate,DB00620,Lichen Planus,C0023646,,Approved,,
isoflupredone acetate,DB14640,Allergic rhinitis (disorder),C2607914,,Approved,,
methylprednisolone,DB00959,Allergic rhinitis (disorder),C2607914,,Approved,,
ciprofloxacin,DB00537,Typhoid Fever,C0041466,,Approved,,
progesterone,DB00396,Atrophic Vaginitis,C0221392,,Approved,,
eptinezumab,DB14040,Migraine Disorders,C0149931,,Approved,,
cefalotin,DB00456,Streptococcal pneumonia,C0155862,,Approved,,
phenindamine,DB01619,Pruritus,C0033774,,Approved,,
micafungin,DB01141,Septicemia candida,C0349009,,Approved,,
prednisolone,DB00860,Psoriasis of scalp,C0406326,,Approved,,
